location:typeusage.tests.Tests:19 context:setup() type:typeusage.tests.TestTypeUsageCollector call:<init>() extend:typeusage.tests.TestTypeUsageCollector extend:typeusage.miner.TypeUsageCollector
location:typeusage.tests.Tests:20 context:setup() type:typeusage.tests.TestTypeUsageCollector call:setDirToProcess() extend:typeusage.tests.TestTypeUsageCollector extend:typeusage.miner.TypeUsageCollector
location:typeusage.tests.Tests:21 context:setup() type:typeusage.tests.TestTypeUsageCollector call:run() extend:typeusage.tests.TestTypeUsageCollector extend:typeusage.miner.TypeUsageCollector
location:typeusage.tests.Tests:26 context:tu() type:typeusage.miner.TypeUsage call:<init>() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:31 context:testCallingMethodOnThis() type:typeusage.tests.Tests call:tu() extend:typeusage.tests.Tests
location:typeusage.tests.Tests:31 context:testCallingMethodOnThis() type:typeusage.miner.TypeUsage call:type() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:31 context:testCallingMethodOnThis() type:typeusage.miner.TypeUsage call:call() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:37 context:testCallingMethodOnNull() type:typeusage.tests.Tests call:tu() extend:typeusage.tests.Tests
location:typeusage.tests.Tests:37 context:testCallingMethodOnNull() type:typeusage.miner.TypeUsage call:type() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:37 context:testCallingMethodOnNull() type:typeusage.miner.TypeUsage call:call() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:42 context:testCallingMethodOnMethodParameter() type:typeusage.tests.Tests call:tu() extend:typeusage.tests.Tests
location:typeusage.tests.Tests:42 context:testCallingMethodOnMethodParameter() type:typeusage.miner.TypeUsage call:type() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:42 context:testCallingMethodOnMethodParameter() type:typeusage.miner.TypeUsage call:call() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:42 context:testCallingMethodOnMethodParameter() type:typeusage.miner.TypeUsage call:call() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:47 context:testCallingMethodOnLocalVariable() type:typeusage.tests.Tests call:tu() extend:typeusage.tests.Tests
location:typeusage.tests.Tests:47 context:testCallingMethodOnLocalVariable() type:typeusage.miner.TypeUsage call:type() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:47 context:testCallingMethodOnLocalVariable() type:typeusage.miner.TypeUsage call:call() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:47 context:testCallingMethodOnLocalVariable() type:typeusage.miner.TypeUsage call:call() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:47 context:testCallingMethodOnLocalVariable() type:typeusage.miner.TypeUsage call:call() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:52 context:testTypeUsageWithInheritance() type:typeusage.tests.Tests call:tu() extend:typeusage.tests.Tests
location:typeusage.tests.Tests:52 context:testTypeUsageWithInheritance() type:typeusage.miner.TypeUsage call:type() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:52 context:testTypeUsageWithInheritance() type:typeusage.miner.TypeUsage call:call() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:52 context:testTypeUsageWithInheritance() type:typeusage.miner.TypeUsage call:call() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:52 context:testTypeUsageWithInheritance() type:typeusage.miner.TypeUsage call:call() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:58 context:testTypeUsageField() type:typeusage.tests.Tests call:tu() extend:typeusage.tests.Tests
location:typeusage.tests.Tests:58 context:testTypeUsageField() type:typeusage.miner.TypeUsage call:type() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:58 context:testTypeUsageField() type:typeusage.miner.TypeUsage call:call() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:58 context:testTypeUsageField() type:typeusage.miner.TypeUsage call:call() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:61 context:testTypeUsageField() type:typeusage.miner.TypeUsage call:type() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:61 context:testTypeUsageField() type:typeusage.miner.TypeUsage call:call() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:61 context:testTypeUsageField() type:typeusage.miner.TypeUsage call:call() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:67 context:testTypeUsageCast() type:typeusage.tests.Tests call:tu() extend:typeusage.tests.Tests
location:typeusage.tests.Tests:67 context:testTypeUsageCast() type:typeusage.miner.TypeUsage call:type() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:67 context:testTypeUsageCast() type:typeusage.miner.TypeUsage call:call() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:67 context:testTypeUsageCast() type:typeusage.miner.TypeUsage call:call() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:68 context:testTypeUsageCast() type:typeusage.miner.TypeUsage call:type() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:68 context:testTypeUsageCast() type:typeusage.miner.TypeUsage call:call() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:70 context:testTypeUsageCast() type:typeusage.miner.TypeUsage call:type() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:70 context:testTypeUsageCast() type:typeusage.miner.TypeUsage call:call() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:70 context:testTypeUsageCast() type:typeusage.miner.TypeUsage call:call() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:71 context:testTypeUsageCast() type:typeusage.miner.TypeUsage call:type() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:71 context:testTypeUsageCast() type:typeusage.miner.TypeUsage call:call() extend:typeusage.miner.TypeUsage
location:typeusage.tests.Tests:77 context:after() type:java.io.PrintStream call:println() extend:java.io.OutputStream extend:java.io.PrintStream extend:java.io.FilterOutputStream
location:MethodParameter:15 context:<init>() type:MethodParameter call:<init>() extend:MethodParameter
location:Field42:40 context:<init>() type:Field42 call:<init>() extend:Field42
